"source","medium","campaign","visit_date","visitors_count"
twitter,social,webinars,"2023-06-28",1
vk,social,base-python,"2023-06-28",1
yandex.com,organic,,"2023-06-28",1
mytarget,cpc,freemium,"2023-06-28",1
mytarget,cpc,retarget,"2023-06-28",1
admitad,cpc,"183258","2023-06-28",1
vk,social,prof-qa,"2023-06-28",1
telegram,cpm,base,"2023-06-28",1
vk,social,prof-data-analyst,"2023-06-28",1
telegram,social,promo,"2023-06-28",1
instagram,social,prof-java,"2023-06-28",1
Yandex,cpc,"67469241","2023-06-28",1
vk-group,cpc,dod-qa,"2023-06-28",1
partners,cpm,prof-data-analytics,"2023-06-28",1
vk-senler,cpc,dod-php,"2023-06-28",1
telegram,social,dod-professions,"2023-06-28",1
telegram,cpp,prof-frontend,"2023-06-28",1
telegram.me,social,kakoy-yazyk-programmirovaniya-vybrat-dlya,"2023-06-28",1
telegram.me,social,neobhodimyy-minimum-linux-dlya-produktivn,"2023-06-28",1
vk,cpm,java,"2023-06-28",1
vk,social,promo,"2023-06-28",1
vk-senler,cpc,base-frontend,"2023-06-28",1
google,organic,,"2023-06-29",5921
organic,organic,,"2023-06-29",1179
yandex,cpc,freemium,"2023-06-29",227
yandex,cpc,prof-python,"2023-06-29",194
yandex,cpc,prof-frontend,"2023-06-29",149
yandex,cpc,prof-java,"2023-06-29",122
admitad,cpa,admitad,"2023-06-29",71
yandex,cpc,base-python,"2023-06-29",61
yandex,cpc,base-java,"2023-06-29",49
vk-senler,cpc,base-python,"2023-06-29",47
telegram,cpp,base-python,"2023-06-29",46
bing.com,organic,,"2023-06-29",41
yandex,cpc,prof-professions-brand,"2023-06-29",37
yandex,cpc,base-frontend,"2023-06-29",35
yandex,cpc,prof-data-analytics,"2023-06-29",29
yandex,cpc,prof-professions-retarget,"2023-06-29",25
vk,cpc,freemium-frontend,"2023-06-29",21
vk-senler,cpc,freemium,"2023-06-29",21
telegram,social,hexlet-blog,"2023-06-29",20
yandex,cpc,dod-frontend,"2023-06-29",18
yandex,cpc,dod-professions,"2023-06-29",14
vk,cpc,prof-python,"2023-06-29",13
telegram,cpp,prof-java,"2023-06-29",13
yandex,cpc,dod-python-java,"2023-06-29",12
vk,cpc,prof-frontend,"2023-06-29",11
yandex,cpc,dod-java,"2023-06-29",11
telegram,cpp,dod-qa,"2023-06-29",9
telegram,cpp,base-java,"2023-06-29",9
vk,social,base-python,"2023-06-29",8
vk,cpc,prof-java,"2023-06-29",8
vk,social,base-frontend,"2023-06-29",7
vk,cpc,freemium-python,"2023-06-29",6
yandex,cpc,dod-qa,"2023-06-29",5
telegram,cpp,base-frontend,"2023-06-29",5
vk,cpc,base-python,"2023-06-29",4
vk,social,general,"2023-06-29",4
vk,cpp,base-java,"2023-06-29",4
yandex,cpc,dod-php,"2023-06-29",4
telegram,cpp,prof-python,"2023-06-29",4
vk,social,base-java,"2023-06-29",4
vk,cpc,freemium-java,"2023-06-29",3
yandex.com,organic,,"2023-06-29",3
vc,cpp,dod-qa,"2023-06-29",2
yandex,cpc,base-professions-retarget,"2023-06-29",2
vk,social,all-courses,"2023-06-29",2
telegram,social,promo,"2023-06-29",2
telegram,cpm,base,"2023-06-29",1
telegram,cpp,dod-frontend,"2023-06-29",1
telegram,social,dod-professions,"2023-06-29",1
partners,cpm,all,"2023-06-29",1
vk,cpc,prof-data-analytics,"2023-06-29",1
partners,cpm,prof-data-analytics,"2023-06-29",1
vk,social,prof-data-analyst,"2023-06-29",1
facebook,cpm,freemium-en,"2023-06-29",1
admitad,cpc,"442763","2023-06-29",1
vk-senler,cpc,dod-frontend,"2023-06-29",1
timepad,cpp,base-frontend,"2023-06-29",1
twitter.com,social,chto-napisat-v-soprovoditelnom-pisme-i,"2023-06-29",1
telegram,social,analitik-dannyh,"2023-06-29",1
twitter,social,hexlet-blog,"2023-06-29",1
vk,social,unpack,"2023-06-29",1
vk,cpc,freemium,"2023-06-29",1
instagram,social,prof-python,"2023-06-29",1
telegram,cpp,prof-frontend,"2023-06-29",1
go.mail.ru,organic,,"2023-06-29",1
instagram,social,hexlet-blog,"2023-06-29",1
telegram,cpp,dod-data-analytics,"2023-06-29",1
organic,organic,,"2023-06-30",1068
google,organic,,"2023-06-30",777
yandex,cpc,freemium,"2023-06-30",200
yandex,cpc,prof-python,"2023-06-30",179
yandex,cpc,prof-frontend,"2023-06-30",165
yandex,cpc,prof-java,"2023-06-30",125
yandex,cpc,base-python,"2023-06-30",77
admitad,cpa,admitad,"2023-06-30",71
yandex,cpc,base-java,"2023-06-30",64
bing.com,organic,,"2023-06-30",47
yandex,cpc,prof-professions-brand,"2023-06-30",43
yandex,cpc,prof-data-analytics,"2023-06-30",37
yandex,cpc,base-frontend,"2023-06-30",37
telegram,cpp,base-java,"2023-06-30",30
yandex,cpc,dod-frontend,"2023-06-30",20
yandex,cpc,prof-professions-retarget,"2023-06-30",19
vk-senler,cpc,freemium,"2023-06-30",16
telegram,social,hexlet-blog,"2023-06-30",16
vk-senler,cpc,base-python,"2023-06-30",15
vk,cpc,prof-java,"2023-06-30",14
telegram,cpp,base-frontend,"2023-06-30",13
telegram,cpp,base-python,"2023-06-30",13
vk,cpc,freemium-python,"2023-06-30",12
yandex,cpc,dod-professions,"2023-06-30",12
vk,cpc,freemium-frontend,"2023-06-30",8
telegram,cpp,prof-java,"2023-06-30",8
yandex,cpc,dod-java,"2023-06-30",8
yandex,cpc,dod-python-java,"2023-06-30",7
vk,cpc,prof-python,"2023-06-30",7
telegram,cpp,prof-python,"2023-06-30",7
vk,social,base-frontend,"2023-06-30",6
vk,cpc,prof-frontend,"2023-06-30",6
vk,cpp,base-java,"2023-06-30",6
yandex,cpc,dod-qa,"2023-06-30",5
yandex,cpc,base-professions-retarget,"2023-06-30",5
yandex,cpc,dod-php,"2023-06-30",5
vk,social,base-java,"2023-06-30",4
vk,cpc,freemium-java,"2023-06-30",4
facebook,social,hexlet-blog,"2023-06-30",3
vk,cpp,intensive-python,"2023-06-30",3
vk,cpc,base-python,"2023-06-30",3
vk,social,base-python,"2023-06-30",2
vk,social,prof-python,"2023-06-30",2
vk,social,hexlet,"2023-06-30",2
vk,social,all-courses,"2023-06-30",2
vk,social,general,"2023-06-30",2
twitter,social,promo,"2023-06-30",2
vk,cpp,base-frontend,"2023-06-30",2
telegram,social,ni-dlya-kogo-ne-sekret--chto-iz-knig-mozhno,"2023-06-30",1
telegram,social,course_completed,"2023-06-30",1
yandex.com,organic,,"2023-06-30",1
rutube,social,all-courses,"2023-06-30",1
telegram,cpp,dod-java,"2023-06-30",1
telegram.me,social,neobhodimyy-minimum-linux-dlya-produktivn,"2023-06-30",1
vkontakte,social,button-vk,"2023-06-30",1
facebook,cpc,freemium,"2023-06-30",1
vk,cpp,dod-qa,"2023-06-30",1
vk,cpc,frontend,"2023-06-30",1
vk,cpc,yaintern,"2023-06-30",1
admitad,cpc,"183258","2023-06-30",1
social,youtube,php-open-lesson-260321,"2023-06-30",1
baidu.com,organic,,"2023-06-30",1
partners,cpm,prof-data-analytics,"2023-06-30",1
zen,social,prof-frontend,"2023-06-30",1
telegram,social,dod-professions,"2023-06-30",1
tg,social,internship_summer23,"2023-06-30",1
